profile,route,events,event_count,mission_mode,mission_success,risk_index,distance_nm,fuel_required_kg,revised_fuel_required_kg,revised_fuel_margin_kg,critical_collision_alerts,critical_cyber_alerts,critical_collision_truth,critical_cyber_truth,top_maintenance_prob_truth,atc_conflicts,emergency_triggered,actions
no_contingency,JFK-LAX,"gnss_spoofing,atc_link_loss,cyber_intrusion_attempt",3,unmanaged,0,0.8201,2145.97,16101.4,17423.6,-950.3,0,2,0,2,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,16499.0,16499.0,855.4,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,13308.9,13308.9,1052.9,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,15544.3,15544.3,887.8,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,16040.6,16040.6,640.4,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,15358.0,15358.0,875.3,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,JFK-LAX,none,0,unmanaged,1,0.0,2145.97,15044.6,15044.6,406.5,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,17637.0,17637.0,386.9,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,19155.8,19155.8,672.3,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,gnss_spoofing,1,unmanaged,0,0.53,2968.39,19127.0,19700.8,148.6,0,2,0,2,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,17783.3,17783.3,962.6,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,17823.7,17823.7,741.2,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,"engine_thrust_loss,cyber_intrusion_attempt",2,unmanaged,0,1.0005,2968.39,20028.6,25167.9,-4102.5,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,19000.6,19000.6,759.9,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,19467.0,19467.0,1063.5,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,20407.7,20407.7,606.7,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,LHR-DXB,none,0,unmanaged,1,0.0,2968.39,19828.6,19828.6,986.8,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,20373.2,20373.2,706.3,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,convective_weather_burst,1,unmanaged,0,0.5791,3156.32,20751.3,23980.2,-2245.4,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,"gnss_spoofing,convective_weather_burst",2,unmanaged,0,1.2572,3156.32,22690.2,27007.4,-3386.0,0,2,0,2,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,20214.3,20214.3,965.2,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,19814.7,19814.7,642.3,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,19987.8,19987.8,819.1,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,21939.2,21939.2,410.7,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,engine_thrust_loss,1,unmanaged,0,0.8898,3156.32,22018.8,26862.9,-3799.2,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,19752.2,19752.2,1022.9,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
no_contingency,SIN-DXB,none,0,unmanaged,1,0.0,3156.32,19354.3,19354.3,494.9,0,0,0,0,0.1158,0,0,Contingency/autonomous response module disabled
